sampleid	Extraction_ID	Location	Sitename	Lat	Long	Habitat	Date	Time	Family	Genus	species	Tax	Weight	TL	SL	SI	Diet	Microbiome	AE1	AE2	Gonads	GW	LW	Otolith	Sex	Month
F99	F99	Moorea	Haapiti	-17.5645	-149.887648	Slope	23/03/2018	10:10-12:00	Labridae	Chlorurus	spilurus	CHLOSPIL	250.9	23.7	18.9	Y	detritivore	Y	Y	Y	N	NA	NA	NA	NA	March
F252	F252	Moorea	Gump	-17.47325	-149.81839	Slope	30/06/2018	10:45-12:30	Labridae	Chlorurus	spilurus	CHLOSPIL	278.9	24	19.2	Y	detritivore	Y	Y	Y	Y	0.622	2.275	NA	M	June
F257	F257	Moorea	Gump	-17.47325	-149.81839	Slope	30/06/2018	10:45-12:30	Labridae	Chlorurus	spilurus	CHLOSPIL	159.1	19.8	15.3	Y	detritivore	Y	Y	Y	Y	1.806	1.088	NA	F	June
F296	F296	Moorea	TiaharaPass	-17.48229	-149.88779	Slope	43166	10.15-11.55	Labridae	Chlorurus	spilurus	CHLOSPIL	185	20.4	16.4	Y	detritivore	Y	Y	Y	N	NA	2.695	NA	M	July
F315	F315	Moorea	Chrisp	-17.47584	-149.83394	Slope	43197	10.00-12.00	Labridae	Chlorurus	spilurus	CHLOSPIL	314.9	24.2	20.1	Y	detritivore	Y	Y	Y	Y	0.734	3.595	NA	M	July
F317	F317	Moorea	Chrisp	-17.47584	-149.83394	Slope	43197	10.00-12.00	Labridae	Chlorurus	spilurus	CHLOSPIL	293.2	23.7	18.2	Y	detritivore	Y	Y	Y	Y	0.93	9.333	NA	M	July
F408	F408	Moorea	HaapitiFringe	-17.57871	-149.86313	Lagoon	43380	10.50-12.10	Labridae	Chlorurus	spilurus	CHLOSPIL	133.7	18.7	15.5	Y	detritivore	Y	N	Y	Y	0.135	2.077	NA	F	July
T9	T9	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Labridae	Chlorurus	spilurus	CHLOSPIL	69.8	23.8	18.1	Y	detritivore	Y	Y	Y	Y	9.082	2.189	Y	M	October
T21	T21	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Labridae	Chlorurus	spilurus	CHLOSPIL	200.3	22.5	18.2	Y	detritivore	Y	Y	Y	Y	2.275	1.315	Y	F	October
T46	T46	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Labridae	Chlorurus	spilurus	CHLOSPIL	225.5	22.3	17.5	Y	detritivore	Y	Y	Y	Y	5.075	3.477	Y	F	October
T50	T50	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Labridae	Chlorurus	spilurus	CHLOSPIL	125.8	19.9	14.9	Y	detritivore	Y	Y	Y	Y	2.533	1.36	Y	F	October
T51	T51	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Labridae	Chlorurus	spilurus	CHLOSPIL	130.2	18.9	14.9	Y	detritivore	Y	Y	Y	Y	2.462	1.801	Y	F	October
T61	T61	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	NA	27.2	20.2	Y	detritivore	Y	Y	Y	N	NA	9.155	Y	M	October
T78	T78	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Labridae	Chlorurus	spilurus	CHLOSPIL	NA	28.1	22.2	Y	detritivore	Y	Y	Y	Y	0.239	37.85	Y	M	October
T79	T79	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Labridae	Chlorurus	spilurus	CHLOSPIL	NA	28	21.2	Y	detritivore	Y	Y	Y	Y	0.221	21.486	Y	M	October
T80	T80	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Labridae	Chlorurus	spilurus	CHLOSPIL	NA	29	25	Y	detritivore	Y	Y	Y	Y	6.328	5.011	Y	F	October
T110	T110	Tetiaroa	TL3	-17.00309	-149.58783	Lagoon	30.10.18	10.45-13.00	Labridae	Chlorurus	spilurus	CHLOSPIL	230.2	22.5	20.5	Y	detritivore	Y	Y	Y	Y	7.016	2.265	Y	F	October
35	F231	Moorea	3Buoys	-17.4869	-149.87532	Lagoon	29/06/2018	10:45-12:15	Holocentridae	Sargocentron	spiniferum	SARGSPIN	142.7	21.2	16.5	Y	carnivore	Y	N	Y	Y	0.388	0.633	NA	M	June
58	F322	Moorea	Chrisp	-17.47584	-149.83394	Slope	4/7/2018	10.00-12.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	212	23.1	18.5	Y	carnivore	Y	Y	Y	Y	0.322	2.327	NA	M	July
59	F323	Moorea	Chrisp	-17.47584	-149.83394	Slope	4/7/2018	10.00-12.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	348.4	26	22	Y	carnivore	Y	N	Y	N	NA	3.442	NA	NA	July
60	F324	Moorea	Chrisp	-17.47584	-149.83394	Slope	4/7/2018	10.00-12.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	413.1	28.5	19.8	Y	carnivore	Y	Y	Y	N	NA	3.93	NA	F	July
101	T034	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Holocentridae	Sargocentron	spiniferum	SARGSPIN	383.9	28.9	22.9	Y	carnivore	Y	Y	Y	Y	0.161	4.036	N	M	NA
104	T037	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Holocentridae	Sargocentron	spiniferum	SARGSPIN	NA	30.8	25.9	Y	carnivore	Y	Y	N	Y	0.145	5.459	N	M	NA
158	T141	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Holocentridae	Sargocentron	spiniferum	SARGSPIN	345.8	28.9	22.2	Y	carnivore	Y	N	Y	Y	0.267	2.123	N	F	NA
165	T156	Tetiaroa	TO6	-16.99398	-149.5563	Slope	3.11.18	9.30-10.45	Holocentridae	Sargocentron	spiniferum	SARGSPIN	NA	31.5	24.9	Y	carnivore	Y	N	Y	N	NA	2.618	N	NA	NA
170	T161	Tetiaroa	TO7	-17.00007	-149.5899	Slope	3.11.18	11.00-12.10	Holocentridae	Sargocentron	spiniferum	SARGSPIN	NA	29.9	25.1	Y	carnivore	Y	Y	Y	Y	0.4	6.812	N	M	NA
171	T162	Tetiaroa	TO7	-17.00007	-149.5899	Slope	3.11.18	11.00-12.10	Holocentridae	Sargocentron	spiniferum	SARGSPIN	NA	30	25	Y	carnivore	Y	Y	Y	Y	4.35	3.488	N	F	NA
174	T166	Tetiaroa	TO8	-17.00867	-149.59573	Slope	3.11.18	16.30-17.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	NA	28	24	Y	carnivore	Y	Y	Y	Y	10.786	7.556	N	F	NA
180	T183	Tetiaroa	TO12	-16.99801	-149.58928	Slope	5.11.18	11.50-13.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	NA	32	26.5	Y	carnivore	Y	Y	Y	Y	3.83	5.283	N	F	NA
181	T184	Tetiaroa	TO12	-16.99801	-149.58928	Slope	5.11.18	11.50-13.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	NA	31.9	23.5	Y	carnivore	Y	Y	Y	Y	0.267	2.66	N	M	NA
206	A42	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	500	30.2	23.5	Y	carnivore	Y	Y	Y	Y	0.292	7.753	N	M	NA
207	A45	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	510	31.1	24.5	Y	carnivore	Y	N	Y	N	NA	8.705	Y	M	NA
271	A157	Mangareva	E2	-23.04886	-134.99254	Slope	16.06.18	10.00-12.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	550	32	28	Y	carnivore	Y	Y	Y	Y	1.025	3.212	N	F	NA
288	A183	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	239	14	11	Y	carnivore	Y	Y	Y	Y	0.227	1.583	N	M	NA
292	A188	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	900	30	26.5	Y	carnivore	Y	N	Y	Y	0.511	2.451	Y	M	NA
296	A196	Mangareva	F1	-23.07685	-135.01845	Slope	17.06.18	8.30-9.00	Holocentridae	Sargocentron	spiniferum	SARGSPIN	300	31	27	Y	carnivore	Y	Y	Y	Y	0.485	7.035	N	M	NA
A3	A3	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	84	18.5	12.2	Y	detritivore	Y	Y	N	N	NA	NA	N	NA	June
A16	A16	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	87.6	17.4	11.5	Y	detritivore	Y	Y	Y	Y	0.3	NA	N	M 	June
A18	A18	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	99.2	18.2	12.8	Y	detritivore	Y	Y	Y	Y	0.597	NA	N	F	June
A29	A29	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	93.2	19.5	13.8	Y	detritivore	Y	Y	Y	N	NA	NA	N	NA	June
A33	A33	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	83	17.5	11.6	Y	detritivore	Y	Y	Y	Y	0.1	NA	N	M	June
A43	A43	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	120.4	19.2	14.4	Y	detritivore	Y	N	Y	N	NA	0.923	Y	NA	June
A44	A44	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	99.1	20.3	13.4	Y	detritivore	Y	N	Y	N	NA	0.465	Y	NA	June
A46	A46	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	134	20.5	16	Y	detritivore	Y	Y	Y	Y	0.204	0.807	Y	M	June
A52	A52	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	116	18.5	13.5	Y	detritivore	Y	N	Y	Y	0.345	0.395	Y	M	June
F1	F1	Moorea	BoatRamp	-17.48498	-149.85851	Slope	18/03/2018	11:00-13:00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	120.2	18.5	12.8	Y	detritivore	Y	N	Y	N	NA	NA	NA	NA	March
F2	F2	Moorea	BoatRamp	-17.48498	-149.85851	Slope	18/03/2018	11:00-13:00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	84.4	19.5	14	Y	detritivore	Y	N	Y	N	NA	NA	NA	NA	March
F30	F30	Moorea	OpunohuPass	-17.48483	-149.86743	Slope	20/03/2018	10:00-11:30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	61.5	15.5	11	Y	detritivore	Y	N	Y	N	NA	NA	NA	NA	March
F32	F32	Moorea	OpunohuEntrance	-17.48959	-149.86676	Lagoon	20/03/2018	10:00-11:30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	201.5	23.2	17.5	Y	detritivore	Y	N	Y	N	NA	NA	NA	NA	March
F35	F35	Moorea	OpunohuEntrance	-17.48959	-149.86676	Lagoon	20/03/2018	12:00-12:40	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	102	20.3	15.5	Y	detritivore	Y	N	Y	N	NA	NA	NA	NA	March
F57	F57	Moorea	OpunohuEntrance2	-17.48959	-149.86676	Lagoon	21/03/2018	10:00-11:30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	137.2	21	15.8	Y	detritivore	Y	N	Y	N	NA	NA	NA	NA	March
F250	F250	Moorea	Gump	-17.47325	-149.81839	Slope	30/06/2018	10:45-12:30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	99.6	19	16.8	Y	detritivore	Y	Y	Y	N	NA	0.301	NA	NA	June
F273	F273	Moorea	LastPass	-17.47321	-149.78116	Lagoon	43138	10:45-11:50	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	109.9	18.5	14.5	Y	detritivore	Y	Y	Y	N	NA	0.542	NA	NA	July
F283	F283	Moorea	LastPass	-17.47321	-149.78116	Lagoon	43138	10:45-11:50	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	127.3	20	15	Y	detritivore	Y	Y	Y	N	NA	1.061	NA	NA	July
F384	F384	Moorea	AlexSite	-17.484337	-149.89367	Lagoon	43350	10.45-12.20	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	114.5	19.6	13.2	Y	detritivore	Y	Y	Y	N	NA	0.785	NA	NA	July
T3	T3	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	167.5	22	17	Y	detritivore	Y	Y	Y	N	0.063	0.76	Y	M	October
T6	T6	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	153.3	22.5	15.7	Y	detritivore	Y	Y	Y	Y	0.432	0.582	Y	M	October
T12	T12	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	97.6	23.9	16.8	Y	detritivore	Y	Y	Y	Y	0.192	1.019	Y	M	October
T23	T23	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	159.8	24	16.8	Y	detritivore	Y	Y	Y	Y	0.355	0.883	Y	M	October
T49	T49	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	111.3	19.3	14.2	Y	detritivore	Y	Y	Y	Y	2.045	1.462	Y	F	October
T68	T68	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	124.3	21.1	15.2	Y	detritivore	Y	Y	Y	Y	2.352	0.524	Y	F	October
T81	T81	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	124.8	21.2	14.7	Y	detritivore	Y	Y	Y	N	NA	0.972	Y	NA	October
T83	T83	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	73.3	17.5	12.1	Y	detritivore	Y	Y	Y	N	NA	0.565	Y	NA	October
T84	T84	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	88.4	17.8	12	Y	detritivore	Y	Y	Y	Y	0.11	0.584	Y	M	October
T96	T96	Tetiaroa	TL2	-17.00312	-149.58804	Lagoon	29.10.18	12.10-14.30	Acanthuridae	Ctenochaetus	striatus	CTENSTRI	153.6	20.6	15.2	Y	detritivore	Y	Y	Y	Y	4.412	0.588	Y	F	October
23	F139	Moorea	Intercontinental	-17.4867	-149.88986	Lagoon	26/03/2018	11:20-12:30	Labridae	Halichoeres	trimaculatus	HALITRIM	63.7	16.6	13.3	Y	omnivore	Y	Y	Y	N	NA	NA	NA	NA	March
24	F140	Moorea	Intercontinental	-17.4867	-149.88986	Lagoon	26/03/2018	11:20-12:30	Labridae	Halichoeres	trimaculatus	HALITRIM	132.2	14	12	Y	omnivore	Y	N	Y	N	NA	NA	NA	NA	March
70	F400	Moorea	AlexSite	-17.484337	-149.89367	Lagoon	9/7/2018	10.45-12.20	Labridae	Halichoeres	trimaculatus	HALITRIM	22.3	12	10	Y	omnivore	Y	Y	Y	N	NA	0.26	NA	NA	July
76	F467	Moorea	SamSite	-17.51571	-149.92183	Lagoon	12/7/2018	10.00-12.00	Labridae	Halichoeres	trimaculatus	HALITRIM	16.2	11.1	8.9	Y	omnivore	Y	N	Y	Y	0.042	0.085	NA	M	July
128	T091	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Labridae	Halichoeres	trimaculatus	HALITRIM	25.2	13.3	10.8	Y	omnivore	Y	Y	Y	Y	0.061	0.231	N	M	NA
192	A19	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Labridae	Halichoeres	trimaculatus	HALITRIM	82.6	18	14	Y	omnivore	Y	N	N	Y	NA	NA	N	F	NA
194	A21	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Labridae	Halichoeres	trimaculatus	HALITRIM	74.1	18.6	15.2	Y	omnivore	Y	N	Y	N	NA	NA	N	M	NA
196	A25	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Labridae	Halichoeres	trimaculatus	HALITRIM	59.1	16	12.9	Y	omnivore	Y	Y	Y	N	NA	NA	N	NA	NA
198	A28	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Labridae	Halichoeres	trimaculatus	HALITRIM	56.5	15.8	12.4	Y	omnivore	Y	Y	Y	N	NA	NA	N	NA	NA
247	A107	Mangareva	C2	-23.077614	-135.013461	Lagoon	15.06.18	13.00-14.00	Labridae	Halichoeres	trimaculatus	HALITRIM	90.2	18.1	14.4	Y	omnivore	Y	Y	Y	Y	0.084	0.449	Y	M	NA
249	A110	Mangareva	C2	-23.077614	-135.013461	Lagoon	15.06.18	13.00-14.00	Labridae	Halichoeres	trimaculatus	HALITRIM	34.3	13.7	10.5	Y	omnivore	Y	Y	Y	Y	0.663	0.206	Y	F	NA
285	A180	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Labridae	Halichoeres	trimaculatus	HALITRIM	63	16	13	Y	omnivore	Y	Y	Y	Y	0.831	0.585	N	M	NA
294	A192	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Labridae	Halichoeres	trimaculatus	HALITRIM	79.2	17	14	Y	omnivore	Y	Y	Y	Y	2.295	0.539	N	M	NA
295	A193	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Labridae	Halichoeres	trimaculatus	HALITRIM	66.6	17.4	13	Y	omnivore	Y	Y	Y	Y	0.088	0.397	Y	M	NA
305	A207	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Labridae	Halichoeres	trimaculatus	HALITRIM	44.5	14.5	13	Y	omnivore	Y	Y	Y	Y	0.571	0.28	N	M	NA
312	A214	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Labridae	Halichoeres	trimaculatus	HALITRIM	76.1	17.1	13.5	Y	omnivore	Y	Y	Y	N	NA	0.662	Y	NA	NA
314	A216	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Labridae	Halichoeres	trimaculatus	HALITRIM	32	13	11	Y	omnivore	Y	N	Y	Y	0.08	0.149	N	F	NA
315	A217	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Labridae	Halichoeres	trimaculatus	HALITRIM	37	13.5	11	Y	omnivore	Y	Y	Y	Y	0.347	0.348	Y	M	NA
21	F129	Moorea	PetitVillage	-17.49824	-149.92755	Slope	26/03/2018	10:00-10:45	Serranidae	Cephalopholis	urodeta	CEPHUROD	75.9	18.1	14.5	Y	carnivore	Y	Y	Y	N	NA	NA	NA	NA	March
22	F130	Moorea	PetitVillage	-17.49824	-149.92755	Slope	26/03/2018	10:00-10:45	Serranidae	Cephalopholis	urodeta	CEPHUROD	92.4	19.1	16	Y	carnivore	Y	N	Y	N	NA	NA	NA	NA	March
33	F226	Moorea	Tamae	-17.50781	-149.76033	Slope	31/03/2018	11:45-14:00	Serranidae	Cephalopholis	urodeta	CEPHUROD	73.9	17	13.4	Y	carnivore	Y	N	N	N	NA	NA	NA	NA	March
34	F227	Moorea	Tamae	-17.50781	-149.76033	Slope	31/03/2018	11:45-14:00	Serranidae	Cephalopholis	urodeta	CEPHUROD	67.6	16	13.2	Y	carnivore	Y	N	Y	N	NA	NA	NA	NA	March
52	F303	Moorea	TiaharaPass	-17.48229	-149.88779	Slope	3/7/2018	10.15-11.55	Serranidae	Cephalopholis	urodeta	CEPHUROD	97.5	18.5	16	Y	carnivore	Y	N	N	Y	0.046	0.404	NA	M	July
54	F313	Moorea	TiaharaPass	-17.48229	-149.88779	Slope	3/7/2018	10.15-11.55	Serranidae	Cephalopholis	urodeta	CEPHUROD	89.6	18.1	14.2	Y	carnivore	Y	N	Y	Y	0.066	0.588	NA	F	July
62	F339	Moorea	OponohuDaybreakII	-17.48607	-149.85915	Pass	5/7/2018	7.50-8.35	Serranidae	Cephalopholis	urodeta	CEPHUROD	87.9	17.6	14.1	Y	carnivore	Y	Y	N	Y	0.058	0.37	NA	M	July
86	T014	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Serranidae	Cephalopholis	urodeta	CEPHUROD	163.6	18.5	14.7	Y	carnivore	Y	Y	Y	N	0.097	0.744	N	M	NA
87	T015	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Serranidae	Cephalopholis	urodeta	CEPHUROD	99.8	19.3	15.5	Y	carnivore	Y	N	N	Y	0.123	0.362	N	M	NA
88	T016	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Serranidae	Cephalopholis	urodeta	CEPHUROD	99.7	18.6	14.8	Y	carnivore	Y	N	Y	Y	0.238	0.239	N	F	NA
102	T035	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Serranidae	Cephalopholis	urodeta	CEPHUROD	106.2	19	14.7	Y	carnivore	Y	N	N	Y	0.195	0.442	N	M	NA
105	T038	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Serranidae	Cephalopholis	urodeta	CEPHUROD	97.8	19.4	15.8	Y	carnivore	Y	N	Y	Y	0.121	0.448	N	M	NA
111	T055	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	85.7	17.7	14.1	Y	carnivore	Y	Y	Y	Y	0.237	0.368	N	M	NA
112	T058	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	90.7	17.7	13.9	Y	carnivore	Y	N	Y	Y	0.239	0.828	N	M	NA
119	T074	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	112.8	18.5	14.1	Y	carnivore	Y	N	N	Y	0.083	0.402	N	M	NA
120	T075	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	100	19.1	15.4	Y	carnivore	Y	N	N	Y	0.135	0.689	N	M	NA
121	T076	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	78	17.7	13.9	Y	carnivore	Y	N	Y	N	NA	0.766	N	NA	NA
166	T157	Tetiaroa	TO6	-16.99398	-149.5563	Slope	3.11.18	9.30-10.45	Serranidae	Cephalopholis	urodeta	CEPHUROD	101.5	18.2	14.9	Y	carnivore	Y	N	Y	Y	0.135	0.759	N	M	NA
187	A2	Mangareva	A1	-23.0744	-135.014887	Slope	13.06.18	9.00-9.30	Serranidae	Cephalopholis	urodeta	CEPHUROD	85.3	17	14.5	Y	carnivore	Y	N	N	Y	0.167	NA	N	NA	NA
235	A86	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	159.2	19.3	14.5	Y	carnivore	Y	N	N	Y	0.061	1.205	Y	M	NA
236	A87	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	118.5	18.7	14.3	Y	carnivore	Y	N	Y	Y	0.208	0.647	Y	F	NA
237	A88	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	163	20.3	15.4	Y	carnivore	Y	N	N	Y	0.046	1.06	Y	M	NA
238	A89	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	93.5	15	12	Y	carnivore	Y	N	N	Y	0.286	1.22	Y	M	NA
239	A90	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	116.2	19.4	14.8	Y	carnivore	Y	N	Y	Y	0.508	1.131	Y	F	NA
240	A92	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	149.5	21.4	17.9	Y	carnivore	Y	N	N	Y	0.051	1.468	Y	M	NA
243	A96	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	91.6	16.8	13.2	Y	carnivore	Y	N	N	Y	0.88	1.417	Y	F	NA
244	A98	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Serranidae	Cephalopholis	urodeta	CEPHUROD	96.1	18.1	14.4	Y	carnivore	Y	N	N	Y	0.239	0.739	Y	F	NA
316	F24	Moorea	OpunohuPass	-17.48483	-149.86743	Slope	20/03/2018	10:00-11:30	Serranidae	Cephalopholis	urodeta	CEPHUROD	74.4	17.3	14.6	Y	carnivore	Y	N	N	N	NA	NA	NA	NA	March
36	F238	Moorea	3Buoys	-17.4869	-149.87532	Lagoon	29/06/2018	10:45-12:15	Holocentridae	Myripristis	violacea	MYRIVIOL	98.5	17	12.5	Y	carnivore	Y	N	N	Y	1.142	1.252	NA	F	June
72	F410	Moorea	HaapitiFringe	-17.57871	-149.86313	Lagoon	10/7/2018	10.50-12.10	Holocentridae	Myripristis	violacea	MYRIVIOL	136.1	18	14.5	Y	carnivore	Y	Y	Y	Y	1.403	3.364	NA	F	July
89	T017	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Holocentridae	Myripristis	violacea	MYRIVIOL	103.2	17.3	13.1	Y	carnivore	Y	Y	Y	Y	0.352	0.787	N	F	NA
91	T019	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Holocentridae	Myripristis	violacea	MYRIVIOL	76.5	15.2	10.1	Y	carnivore	Y	N	Y	Y	0.154	0.315	N	F	NA
100	T033	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Holocentridae	Myripristis	violacea	MYRIVIOL	193.5	22	16.4	Y	carnivore	Y	N	Y	Y	3.851	1.573	N	F	NA
